trial_name,trial_number,attempts,response1,response2,response3,picture1,picture2,item,correct3,text,question1,question2,question3,response,name,trials,context,sentence,question,paraphrase,correct,RT,trial_type,context_picture,target_picture,target,target_size,ref_np,adj,adj_cond,syntax,utterance,workerid,startDate,startTime,botresponse,understand,age,sex,education,languages,enjoyment,problems,fairprice,comments,experiment_id
warmup2,2,2,doberman,chihuahua,dogs,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0004,Tue Jun 23 2020 13:02:47 GMT-0500 (Central Daylight Time),1592935367298,elizabeth,yes,45,female,some_college,english,1,no,1,,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",9388,filler,images/dog-parade-basic_filler.png,images/doberman_filler.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That doberman is big.</b>,workerid_0004,Tue Jun 23 2020 13:02:47 GMT-0500 (Central Daylight Time),1592935367298,elizabeth,yes,45,female,some_college,english,1,no,1,,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",birds,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",8872,filler,images/bird-parade-basic_filler.png,images/hummingbird_filler.png,hummingbird,small,rescue,small,congruent,subj,Your friend says: <br/><b>That hummingbird is small.</b>,workerid_0004,Tue Jun 23 2020 13:02:47 GMT-0500 (Central Daylight Time),1592935367298,elizabeth,yes,45,female,some_college,english,1,no,1,,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",birds,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",eagles,"NA",NA,You visit your friend who works at an animal shelter and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",13504,critical,images/bird-parade-basic.png,images/eagle.png,eagle,big,rescue,big,congruent,pred,Your friend says: <br/><b>That rescue is a big eagle.</b>,workerid_0004,Tue Jun 23 2020 13:02:47 GMT-0500 (Central Daylight Time),1592935367298,elizabeth,yes,45,female,some_college,english,1,no,1,,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dogs,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",9165,critical,images/dog-parade-basic.png,images/chihuahua.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That service-animal is a small chihuahua.</b>,workerid_0004,Tue Jun 23 2020 13:02:47 GMT-0500 (Central Daylight Time),1592935367298,elizabeth,yes,45,female,some_college,english,1,no,1,,35
warmup1,1,1,redwood,bonsai,trees,warmup/redwood2.png,warmup/bonsai2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
warmup1,2,1,doberman,chihuahua,dogs,warmup/doberman2.png,warmup/chihuahua2.png,dogs1,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",building,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",bonsai,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",23525,filler,images/tree-parade-basic_filler.png,images/bonsai_filler.png,bonsai,small,landmark,small,congruent,pred,Your friend says: <br/><b>That's a small bonsai.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",doberman,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",14765,filler,images/dog-parade-basic_filler.png,images/doberman_filler.png,doberman,big,service-animal,big,congruent,subj,Your friend says: <br/><b>That doberman is big.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",redwood,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",22016,critical,images/tree-parade-basic.png,images/redwood_sign.png,redwood,big,landmark,big,congruent,subj,Your friend says: <br/><b>That big redwood is a landmark.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",dogs1,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",chihuahua,"NA",NA,You and your friend are at an animal training ground and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",14008,critical,images/dog-parade-basic.png,images/chihuahua.png,chihuahua,small,service-animal,small,congruent,pred,Your friend says: <br/><b>That service-animal is a small chihuahua.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
warmup2,1,1,pug,great dane,dogs,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
warmup2,2,1,dandelion,sun flower,flowers,warmup/dandelion2.png,warmup/sunflower2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
warmup2,2,2,dandelion,sun flower,flowers,warmup/dandelion2.png,warmup/sunflower2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
warmup2,2,3,dandelion,sunflower,flowers,warmup/dandelion2.png,warmup/sunflower2.png,flowers,flowers,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text2,1,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",pug,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",11399,filler,images/dog-parade-basic2_filler.png,images/pug_filler.png,pug,small,prize-winner,small,congruent,subj,Your friend says: <br/><b>That pug is small.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text2,2,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",great dane,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",15045,critical,images/dog-parade-basic2.png,images/great-dane.png,Great Dane,big,prize-winner,big,congruent,pred,Your friend says: <br/><b>That prize-winner is a big Great Dane.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text2,3,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",dandelion,"NA",NA,You and your friend are at their garden and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",14839,critical,images/flower-parade-basic.png,images/dandelion.png,dandelion,small,gift,small,congruent,subj,Your friend says: <br/><b>That small dandelion is a gift.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
custom_main_text2,4,NA,"NA","NA","NA","NA","NA",flowers,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",sunflower,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",11799,filler,images/flower-parade-basic_filler.png,images/sunflower_filler.png,sunflower,big,gift,big,congruent,pred,Your friend says: <br/><b>That's a big sunflower.</b>,workerid_0005,Tue Jun 23 2020 13:44:12 GMT-0400 (Eastern Daylight Time),1592934252063,barbara,,,,,,2,nothing,3,good,35
warmup1,1,1,pub,dog,dogs,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
warmup1,1,2,pug,great dane,dogs,warmup/pug2.png,warmup/great-dane2.png,dogs2,dogs,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
warmup1,2,1,redwood,bonsai,tree,warmup/redwood2.png,warmup/bonsai2.png,trees,trees,Please label the pictures below.,This is a ,These are both ,This is a ,"NA","NA",NA,"NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
comp_class_warmup,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",speaker B,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
comp_class_warmup,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",buildings,comp_class_warmup,1,In the main trials you will be asked to rephrase something a person said. The utterance will contain a word that is <i>relative</i> and your task is to figure out what it is relative to. <br /> <br /> For example: <br />,"<b> Speaker A: ""The Empire State Building is tall.""</b>",<i>What do you think Speaker A meant? </i>,The Empire State Building is tall relative to other ,"buildings, skyscrapers, houses, constructions (choose one)",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
custom_main_text1,1,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",ANIMAL,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",35215,filler,images/dog-parade-basic2_filler.png,images/pug_filler.png,pug,small,prize-winner,small,congruent,pred,Your friend says: <br/><b>That's a small pug.</b>,workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
custom_main_text1,2,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",OTHER TREE,"NA",NA,You and your friend see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",16984,filler,images/tree-parade-basic_filler.png,images/redwood_filler.png,redwood,big,landmark,big,congruent,pred,Your friend says: <br/><b>That's a big redwood.</b>,workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
custom_main_text1,3,NA,"NA","NA","NA","NA","NA",dogs2,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",PRIZE WINNER,"NA",NA,You and your friend are at a pet show and you see the following:,"NA",What do you think your friend is saying it is big relative to?,It is big relative to other ,"NA",33285,critical,images/dog-parade-basic2.png,images/great-dane.png,Great Dane,big,prize-winner,big,congruent,subj,Your friend says: <br/><b>That big Great Dane is a prize-winner.</b>,workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
custom_main_text1,4,NA,"NA","NA","NA","NA","NA",trees,"NA",Your friend goes ahead of you. You see your friend in the distance:,"NA","NA","NA",LANDMARK,"NA",NA,You and your friend walk to your friend's cabin in a park for the first time. You want to memorize the path and you see the following:,"NA",What do you think your friend is saying it is small relative to?,It is small relative to other ,"NA",27345,critical,images/tree-parade-basic.png,images/bonsai_stick.png,bonsai,small,landmark,small,congruent,subj,Your friend says: <br/><b>That small bonsai is a landmark.</b>,workerid_0006,Tue Jun 23 2020 12:54:25 GMT-0600 (Mountain Daylight Time),1592938465313,mary,,,,graduated_college,English,0,n/a,2,,35
